skill,group_skills,title,role,short_role,,,,,,,,,
Cloud Mobile App,Cloud Management Tools,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Transparent Service Level Indicators,Cloud Management Tools,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Service Monitoring,Cloud Management Tools,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Orbitera White-Label Marketplace,Cloud Management Tools,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Profiler Tool,Cloud Management Tools,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Console,Cloud Management Tools,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Logging Techniques,Cloud Management Tools,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Anthos Service Mesh,Cloud Management Tools,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Trace System,Cloud Management Tools,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Private Catalog,Cloud Management Tools,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Shell,Cloud Management Tools,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Debugger Technique,Cloud Management Tools,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud APIs,Cloud Management Tools,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Deployment Manager,Cloud Management Tools,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cost Management,Cloud Management Tools,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Monitoring Tool,Cloud Management Tools,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Migrate,Cloud Migration,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Database Migration Service,Cloud Migration,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Data Box,Cloud Migration,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Site Recovery,Cloud Migration,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Storage Transfer Service,Cloud Migration,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Foundation Toolkit,Cloud Migration,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Migrate for Compute Engine,Cloud Migration,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
VM Migration,Cloud Migration,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Data Transfer,Cloud Migration,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Transfer Appliance,Cloud Migration,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
BigQuery Data Transfer Service,Cloud Migration,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Migrate for Anthos,Cloud Migration,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Kinect DK,Cloud Mixed Reality,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Spatial Anchors,Cloud Mixed Reality,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Remote Rendering,Cloud Mixed Reality,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Digital Twins,Cloud Mixed Reality,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Mobile Apps Development,Cloud Mobile,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Xamarin Platform,Cloud Mobile,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Mobile Apps Development,Cloud Mobile,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Visual Studio App Centre,Cloud Mobile,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Bastion,Cloud Networking,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Load Balancer,Cloud Networking,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure DNS,Cloud Networking,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Virtual WAN,Cloud Networking,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Front Door,Cloud Networking,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Virtual Network,Cloud Networking,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
ExpressRoute,Cloud Networking,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Application Gateway,Cloud Networking,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
VPN Gateway,Cloud Networking,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Traffic Manager,Cloud Networking,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Firewall,Cloud Networking,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Network Watcher,Cloud Networking,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Content Delivery Network,Cloud Networking,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Private Link,Cloud Networking,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud CDN,Cloud Networking,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Load Balancing,Cloud Networking,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Virtual Private Cloud (VPC),Cloud Networking,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Hybrid Connectivity,Cloud Networking,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Traffic Director,Cloud Networking,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Armor,Cloud Networking,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud DNS,Cloud Networking,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Network Service Tiers,Cloud Networking,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Network Telemetry,Cloud Networking,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud NAT,Cloud Networking,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Dedicated HSM,Cloud Security,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Information Protection,Cloud Security,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Security Center Control,Cloud Security,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure DDoS Protection,Cloud Security,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Key Vault Aproaches and Techniques,Cloud Security,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Sentinel,Cloud Security,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Resource Manager,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Audit Logs,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Access Transparency,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud HSM,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud IAM,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Phishing Protection,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
VPC Service Controls,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Web Risk API,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Identity-Aware Proxy,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Titan Security Key,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Shielded VMs,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Policy Intelligence,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Identity Platform,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Binary Authorization,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Context-aware Access,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Managed Service for Microsoft Active Directory,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Data Loss Prevention,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Security Key Enforcement,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Security Scanner,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Event Threat Detection,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Key Management Service,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
reCAPTCHA Enterprise,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Identity,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Security Command Center,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Incident Response and Management,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Knative Platform,Cloud Serverless Computing,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
App Engine,Cloud Serverless Computing,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Run,Cloud Serverless Computing,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Functions,Cloud Serverless Computing,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Microsoft Azure Stack,Cloud Stack,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Archive Storage,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Data Lake Storage,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Disk Storage,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Data Share,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure NetApp Files,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Managed Disks,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Storage Accounts,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Backup,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure HPC Cache,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Storage Explorer,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Blob Storage,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure FXT Edge Filer,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Avere vFXT for Azure,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
File Storage,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Queue Storage,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
StorSimple-Hybrid Cloud Storage,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Drive Enterprise,Cloud Storage,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Filestore,Cloud Storage,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Persistent Disk,Cloud Storage,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Storage for Firebase,Cloud Storage,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Storage,Cloud Storage,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Notification Hubs,Cloud Web Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure SignalR Service,Cloud Web Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
App Service,Cloud Web Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Search,Cloud Web Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Spring Cloud,Cloud Web Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Maps,Cloud Web Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
API Apps Integration and Development,Cloud Web Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Custom Vision,Computer Vision,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Dive Deeper - Reserved Instance Reporting,Cost Management,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
AWS Cost Explorer-Analyze Your AWS Cost and Usage,Cost Management,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
AWS Cost and Usage Reports,Cost Management,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
AWS Budgets - Set Custom Cost & Usage Budgets,Cost Management,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
AWS CodeDeploy Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
AWS CloudTrail Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
AWS CodeStar Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
AWS CodeBuild Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
AWS CodePipeline Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
AWS CloudWatch Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
AWS Systems Manager Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
AWS CloudFormation Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
AWS Lambda Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
AWS Config Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
AWS X-Ray Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
AWS CodeCommit Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Amazon CloudWatch Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
AWS OpsWorks Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure DevOps Services and Tools,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Pipelines,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Test Plans,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Monitor,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Kubernetes Service (AKS),DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Boards,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
DevOps Tools and Services,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Artifacts,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure Repos,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Azure DevTest Labs,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Healthcare API,Healthcare and Life Sciences,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Life Sciences,Healthcare and Life Sciences,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Apigee Healthcare APIx,Healthcare and Life Sciences,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Healthcare Model Explorer,Healthcare and Life Sciences,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Traffic Director,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Anthos Platform,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Anthos GKE,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Migrate for Anthos,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
GCP Marketplace for Anthos,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Anthos Service Mesh,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Anthos Deployed on VMware,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
Cloud Run for Anthos,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer,CLI,,,,,,,,,
