skill,group_skills,title,role
Azure Information Protection,Cloud Security,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Security Center Control,Cloud Security,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure DDoS Protection,Cloud Security,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Key Vault Aproaches and Techniques,Cloud Security,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Sentinel,Cloud Security,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Resource Manager,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Audit Logs,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Access Transparency,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud HSM,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud IAM,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Phishing Protection,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
VPC Service Controls,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Web Risk API,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Identity-Aware Proxy,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Titan Security Key,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Shielded VMs,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Policy Intelligence,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Identity Platform,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Binary Authorization,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Context-aware Access,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Managed Service for Microsoft Active Directory,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Data Loss Prevention,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Security Key Enforcement,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Security Scanner,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Event Threat Detection,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Key Management Service,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
reCAPTCHA Enterprise,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Identity,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Security Command Center,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Incident Response and Management,Cloud Security and Identity,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Knative Platform,Cloud Serverless Computing,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
App Engine,Cloud Serverless Computing,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Run,Cloud Serverless Computing,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Functions,Cloud Serverless Computing,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Microsoft Azure Stack,Cloud Stack,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Archive Storage,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Data Lake Storage,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Disk Storage,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Data Share,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure NetApp Files,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Managed Disks,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Storage Accounts,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Backup,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure HPC Cache,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Storage Explorer,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Blob Storage,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure FXT Edge Filer,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Avere vFXT for Azure,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
File Storage,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Queue Storage,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
StorSimple-Hybrid Cloud Storage,Cloud Storage,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Drive Enterprise,Cloud Storage,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Filestore,Cloud Storage,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Persistent Disk,Cloud Storage,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Storage for Firebase,Cloud Storage,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Storage,Cloud Storage,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Notification Hubs,Cloud Web Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure SignalR Service,Cloud Web Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
App Service,Cloud Web Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Search,Cloud Web Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Spring Cloud,Cloud Web Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Maps,Cloud Web Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
API Apps Integration and Development,Cloud Web Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Custom Vision,Computer Vision,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Dive Deeper - Reserved Instance Reporting,Cost Management,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
AWS Cost Explorer-Analyze Your AWS Cost and Usage,Cost Management,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
AWS Cost and Usage Reports,Cost Management,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
AWS Budgets - Set Custom Cost & Usage Budgets,Cost Management,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
AWS CodeDeploy Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
AWS CloudTrail Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
AWS CodeStar Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
AWS CodeBuild Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
AWS CodePipeline Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
AWS CloudWatch Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
AWS Systems Manager Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
AWS CloudFormation Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
AWS Lambda Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
AWS Config Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
AWS X-Ray Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
AWS CodeCommit Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
Amazon CloudWatch Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
AWS OpsWorks Service,DevOps Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure DevOps Services and Tools,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Pipelines,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Test Plans,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Monitor,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Kubernetes Service (AKS),DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Boards,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
DevOps Tools and Services,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Artifacts,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Repos,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure DevTest Labs,DevOps Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Healthcare API,Healthcare and Life Sciences,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Life Sciences,Healthcare and Life Sciences,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Apigee Healthcare APIx,Healthcare and Life Sciences,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Healthcare Model Explorer,Healthcare and Life Sciences,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Traffic Director,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Anthos Platform,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Anthos GKE,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Migrate for Anthos,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
GCP Marketplace for Anthos,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Anthos Service Mesh,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Anthos Deployed on VMware,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Run for Anthos,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Build,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Anthos Config Management,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Google Stackdriver System,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Apigee API Platform,Hybrid and Multi-cloud,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Windows 10 IoT Core Services,Internet of Things,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Time Series Insights,Internet of Things,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Sphere,Internet of Things,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure IoT Edge,Internet of Things,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure IoT Hub,Internet of Things,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure IoT Solution Accelerators,Internet of Things,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure IoT Central,Internet of Things,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud IoT Core,Internet of Things (IoT),Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Edge TPU,Internet of Things (IoT),Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Bot Service,Machine Learning Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Cognitive Services,Machine Learning Services,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Live and On-Demand Streaming,Media and Gaming,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Media Services,Media and Gaming,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Video Indexer,Media and Gaming,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Encoding Technique,Media and Gaming,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Azure Media Player,Media and Gaming,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Content Protection,Media and Gaming,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Media Analytics,Media and Gaming,Azure Cloud Engineer,Cloud Computing Infrastructure Engineer
Anvato Platform,Media and Gaming,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
OpenCue Management System,Media and Gaming,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Zync Render,Media and Gaming,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Google Cloud Game Servers,Media and Gaming,Google Cloud Engineer,Cloud Computing Infrastructure Engineer
Network Infrastructures,The Foundation of Cloud Architecture and Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
Backup and Recovery Technologies,The Foundation of Cloud Architecture and Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
Physical and Virtual Storage,The Foundation of Cloud Architecture and Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
Data Center Computing,The Foundation of Cloud Architecture and Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Infrastructure and Platform Services,The Foundation of Cloud Architecture and Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
Hybrid Infrastructure Services,The Foundation of Cloud Architecture and Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Disaster Recovery and Resilience,The Foundation of Cloud Architecture and Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
Software-defined Networking,The Foundation of Cloud Architecture and Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
Cloud Computing Architect,The Foundation of Cloud Architecture and Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
Virtualization Machinary and Environment,The Foundation of Cloud Architecture and Services,AWS Cloud Engineer,Cloud Computing Infrastructure Engineer
Data Querying Techniques,Business Intelligence Opertations,BI Analyst,Data Scientist/ Data Engineer/ Data Analyst
Report Current Standings,Business Intelligence Opertations,BI Analyst,Data Scientist/ Data Engineer/ Data Analyst
Data Analytical Techniques,Business Intelligence Opertations,BI Analyst,Data Scientist/ Data Engineer/ Data Analyst
Data Analytical Models,Business Intelligence Opertations,BI Analyst,Data Scientist/ Data Engineer/ Data Analyst
Processing Sequential Data Technique,Data Analytic Techniques,BI Analyst,Data Scientist/ Data Engineer/ Data Analyst
Association Analytics Technique,Data Analytic Techniques,BI Analyst,Data Scientist/ Data Engineer/ Data Analyst
Dimensionality Reduction Analytics Technique,Data Analytic Techniques,BI Analyst,Data Scientist/ Data Engineer/ Data Analyst
Regression Analytics Technique,Data Analytic Techniques,BI Analyst,Data Scientist/ Data Engineer/ Data Analyst
